Forecast_Date,Forecast Validity,STATE_ID,STATE_NAME,DIST_ID,DIST_NAME,BLOCK_ID,BLOCK_NAME,RF,MAX,MIN,CLOUD,MAX_RH,MIN_RH,WINDSPEED,WIND DIRECTION
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4015,SUNDARGARH,8,30,24,7,95,74,7,225
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4015,SUNDARGARH,3,32,26,5,96,71,6,242
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4015,SUNDARGARH,5,32,26,5,92,71,5,167
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4014,SUBDEGA,45,29,23,7,92,61,8,275
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4014,SUBDEGA,65,28,23,8,94,68,10,201
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4014,SUBDEGA,11,30,24,7,94,73,9,210
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4014,SUBDEGA,4,32,26,5,96,72,7,236
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4014,SUBDEGA,5,32,25,5,92,71,6,185
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4013,RAJGANGPUR,38,29,23,7,93,64,9,257
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4013,RAJGANGPUR,44,28,23,8,92,69,10,170
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4013,RAJGANGPUR,17,29,24,7,94,72,12,173
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4013,RAJGANGPUR,5,31,25,6,95,75,9,226
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4013,RAJGANGPUR,7,31,25,6,93,71,7,212
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4012,NUAGAON,38,29,23,7,93,65,9,253
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4012,NUAGAON,41,28,23,8,92,69,9,160
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4012,NUAGAON,19,29,24,7,94,71,12,163
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4012,NUAGAON,5,31,25,6,95,75,9,223
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4012,NUAGAON,7,31,24,6,94,71,8,216
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4011,LEPHRIPARA,42,29,23,7,91,61,8,274
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4011,LEPHRIPARA,61,28,23,8,95,68,10,222
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4011,LEPHRIPARA,12,30,24,7,94,74,8,221
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4011,LEPHRIPARA,4,31,25,5,95,71,7,236
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4011,LEPHRIPARA,6,32,25,5,92,70,6,192
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4010,LATHIKATA,37,29,23,7,93,64,9,254
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4010,LATHIKATA,44,28,23,8,92,69,10,165
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4010,LATHIKATA,18,29,24,7,94,72,12,168
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4010,LATHIKATA,5,31,25,6,95,75,9,225
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4010,LATHIKATA,7,31,25,6,94,71,7,214
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4009,LAHUNIPARA,59,28,23,7,92,62,8,277
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4009,LAHUNIPARA,41,28,22,8,94,70,9,198
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4009,LAHUNIPARA,10,30,24,6,93,70,8,209
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4009,LAHUNIPARA,3,32,24,5,95,71,7,233
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4009,LAHUNIPARA,6,32,24,6,93,70,6,204
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4008,KUTRA,37,29,23,7,93,64,9,256
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4008,KUTRA,46,28,23,8,92,68,10,168
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4008,KUTRA,18,29,24,7,94,72,12,171
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4008,KUTRA,5,31,25,6,95,75,9,226
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4008,KUTRA,6,31,25,6,93,71,7,211
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4007,KUARMUNDA,37,29,23,7,94,66,9,247
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4007,KUARMUNDA,39,28,23,8,92,69,9,149
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4007,KUARMUNDA,20,29,23,7,94,72,13,151
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4007,KUARMUNDA,6,30,24,7,95,77,9,220
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4007,KUARMUNDA,7,31,24,6,94,72,8,219
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4006,KOIDA,68,28,22,7,92,64,8,274
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4006,KOIDA,40,28,22,8,94,72,9,192
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4006,KOIDA,10,30,23,6,93,70,9,194
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4006,KOIDA,3,31,24,6,94,72,7,223
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4006,KOIDA,7,32,24,6,93,70,6,195
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4005,HEMGIR,28,29,24,8,94,69,7,237
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4005,HEMGIR,43,29,24,8,95,72,7,267
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4005,HEMGIR,30,29,25,7,94,77,7,229
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4005,HEMGIR,9,29,24,7,95,77,8,215
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4005,HEMGIR,7,31,24,6,94,73,6,230
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4004,GURUNDIA,51,28,23,7,92,60,8,278
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4004,GURUNDIA,41,28,22,8,94,68,10,202
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4004,GURUNDIA,10,30,24,6,94,69,8,219
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4004,GURUNDIA,2,32,25,5,95,70,7,241
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4004,GURUNDIA,6,32,24,6,92,70,6,211
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4003,BONAIGARH,60,28,23,7,92,61,8,280
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4003,BONAIGARH,40,28,22,8,94,70,9,202
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4003,BONAIGARH,9,30,24,6,93,69,8,216
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4003,BONAIGARH,2,32,24,5,95,70,6,236
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4003,BONAIGARH,6,32,24,6,92,70,6,205
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4002,BISRA,48,28,23,7,93,65,9,259
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4002,BISRA,40,28,23,8,93,70,9,170
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4002,BISRA,16,29,24,7,94,71,11,173
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4002,BISRA,5,31,24,6,95,75,8,223
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4002,BISRA,7,31,24,6,94,71,7,210
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4001,BARGAON,42,29,23,7,92,61,8,272
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4001,BARGAON,58,28,23,8,94,67,10,199
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4001,BARGAON,12,30,24,7,94,73,9,204
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4001,BARGAON,4,32,25,6,95,72,8,235
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4001,BARGAON,6,32,25,5,92,70,6,194
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4000,BALISANKARA,44,29,23,7,92,61,8,272
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,374,SUNADAGARH,4000,BALISANKARA,63,28,23,8,94,68,10,204
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,374,SUNADAGARH,4000,BALISANKARA,12,30,24,7,94,73,9,210
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,374,SUNADAGARH,4000,BALISANKARA,4,31,25,6,96,72,7,235
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,374,SUNADAGARH,4000,BALISANKARA,6,32,25,5,92,71,6,189
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3993,RENGALI,54,28,22,7,92,59,8,282
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,372,SAMBALPUR,3993,RENGALI,41,27,21,8,95,67,10,214
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,372,SAMBALPUR,3993,RENGALI,6,30,23,6,94,67,7,249
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,372,SAMBALPUR,3993,RENGALI,2,32,24,5,95,67,7,256
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,372,SAMBALPUR,3993,RENGALI,7,33,24,6,91,69,5,237
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3992,RAIRAKHOL,48,28,22,8,92,59,9,268
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,372,SAMBALPUR,3992,RAIRAKHOL,48,27,22,8,95,70,11,230
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,372,SAMBALPUR,3992,RAIRAKHOL,4,31,23,6,94,68,8,241
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,372,SAMBALPUR,3992,RAIRAKHOL,2,33,24,5,95,67,8,251
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,372,SAMBALPUR,3992,RAIRAKHOL,6,33,24,6,91,68,6,221
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3991,NAKTIDEUL,48,28,23,7,91,58,8,278
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,372,SAMBALPUR,3991,NAKTIDEUL,44,27,22,8,95,67,10,220
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,372,SAMBALPUR,3991,NAKTIDEUL,6,30,24,6,94,68,8,244
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,372,SAMBALPUR,3991,NAKTIDEUL,2,32,25,5,95,67,7,254
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,372,SAMBALPUR,3991,NAKTIDEUL,6,33,24,6,92,69,5,224
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3990,MANESWAR,47,29,23,8,93,60,8,254
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,372,SAMBALPUR,3990,MANESWAR,57,27,23,8,95,69,11,243
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,372,SAMBALPUR,3990,MANESWAR,3,31,24,6,95,70,8,238
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,372,SAMBALPUR,3990,MANESWAR,2,33,25,5,96,68,8,248
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,372,SAMBALPUR,3990,MANESWAR,7,34,25,6,92,71,6,216
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3989,KUCHINDA,42,29,23,7,91,58,9,279
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,372,SAMBALPUR,3989,KUCHINDA,50,28,23,8,95,66,11,230
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,372,SAMBALPUR,3989,KUCHINDA,5,31,24,6,94,70,9,234
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,372,SAMBALPUR,3989,KUCHINDA,2,33,25,5,95,67,8,248
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,372,SAMBALPUR,3989,KUCHINDA,6,33,25,6,91,68,6,210
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3988,JUJOMURA,47,29,23,8,92,59,9,262
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,372,SAMBALPUR,3988,JUJOMURA,52,27,22,8,95,69,11,238
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,372,SAMBALPUR,3988,JUJOMURA,3,31,24,6,94,69,9,238
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,372,SAMBALPUR,3988,JUJOMURA,2,33,25,5,95,67,8,249
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,372,SAMBALPUR,3988,JUJOMURA,7,33,25,6,91,69,6,216
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3987,JAMANKIRA,44,29,23,7,91,58,8,281
18-11-2021,Valid From 08:30 AM OF 2021-11-17 TO 08:30AM OF 2021-11-18,21,Odisha,372,SAMBALPUR,3987,JAMANKIRA,48,27,22,8,95,66,11,223
19-11-2021,Valid From 08:30 AM OF 2021-11-18 TO 08:30AM OF 2021-11-19,21,Odisha,372,SAMBALPUR,3987,JAMANKIRA,6,30,24,6,94,69,8,238
20-11-2021,Valid From 08:30 AM OF 2021-11-19 TO 08:30AM OF 2021-11-20,21,Odisha,372,SAMBALPUR,3987,JAMANKIRA,2,32,25,5,95,67,7,251
21-11-2021,Valid From 08:30 AM OF 2021-11-20 TO 08:30AM OF 2021-11-21,21,Odisha,372,SAMBALPUR,3987,JAMANKIRA,6,33,25,6,91,69,6,213
17-11-2021,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3986,DHANKAUDA,47,29,23,8,93,60,8,252
