Forecast_Date,Forecast Validity,STATE_ID,STATE_NAME,DIST_ID,DIST_NAME,BLOCK_ID,BLOCK_NAME,RF,MAX,MIN,CLOUD,MAX_RH,MIN_RH,WINDSPEED,WIND DIRECTION
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4010,LATHIKATA,37,29,23,7,93,64,9,254
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4009,LAHUNIPARA,59,28,23,7,92,62,8,277
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4008,KUTRA,37,29,23,7,93,64,9,256
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4007,KUARMUNDA,37,29,23,7,94,66,9,247
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4006,KOIDA,68,28,22,7,92,64,8,274
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4005,HEMGIR,28,29,24,8,94,69,7,237
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4004,GURUNDIA,51,28,23,7,92,60,8,278
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4003,BONAIGARH,60,28,23,7,92,61,8,280
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4002,BISRA,48,28,23,7,93,65,9,259
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4001,BARGAON,42,29,23,7,92,61,8,272
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,374,SUNADAGARH,4000,BALISANKARA,44,29,23,7,92,61,8,272
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3993,RENGALI,54,28,22,7,92,59,8,282
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3992,RAIRAKHOL,48,28,22,8,92,59,9,268
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3991,NAKTIDEUL,48,28,23,7,91,58,8,278
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3990,MANESWAR,47,29,23,8,93,60,8,254
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3989,KUCHINDA,42,29,23,7,91,58,9,279
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3988,JUJOMURA,47,29,23,8,92,59,9,262
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3987,JAMANKIRA,44,29,23,7,91,58,8,281
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3986,DHANKAUDA,47,29,23,8,93,60,8,252
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,372,SAMBALPUR,3985,BAMRA,45,29,23,8,92,59,9,262
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,396,RAYAGADA,3984,RAYAGADA,23,30,24,8,92,67,9,283
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,396,RAYAGADA,3983,RAMANAGUDA,24,29,23,8,91,68,9,284
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,396,RAYAGADA,3982,PADMAPUR,26,29,23,8,91,69,9,286
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,396,RAYAGADA,3981,MUNIGUDA,27,28,22,8,91,69,9,281
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,396,RAYAGADA,3980,KOLNARA,23,30,24,8,92,67,9,283
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,396,RAYAGADA,3979,KASIPUR,25,29,22,8,91,69,9,281
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,396,RAYAGADA,3978,KALYANSINGPUR,25,29,23,8,91,68,9,281
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,396,RAYAGADA,3977,GUNUPUR,25,29,23,8,91,69,9,285
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,396,RAYAGADA,3976,GUDARI,26,29,23,8,91,69,9,285
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,396,RAYAGADA,3975,CHANDRAPUR,28,28,22,8,92,69,9,286
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,396,RAYAGADA,3974,BISSAMCUTTACK,25,29,23,8,91,68,9,282
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,387,PURI,3973,SATYABADI,38,28,24,8,83,67,11,276
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,387,PURI,3972,SADAR,37,28,25,8,78,68,13,270
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,387,PURI,3971,PIPILI,35,28,24,8,83,65,11,281
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,387,PURI,3970,NIMPADA,38,28,24,8,82,67,12,276
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,387,PURI,3969,KRUSHNAPRASAD,36,28,24,8,82,66,11,279
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,387,PURI,3968,KANAS,35,28,24,7,82,64,11,282
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,387,PURI,3967,KAKAT-PUR,39,28,24,8,82,67,12,274
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,387,PURI,3966,GOP,38,28,24,8,81,67,12,275
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,387,PURI,3965,DELANGA,34,28,24,7,84,63,10,285
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,387,PURI,3964,BHAHMAGIRI,37,28,25,8,80,67,12,274
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,387,PURI,3963,ASTARANGA,39,28,24,8,82,67,12,274
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,394,NUAPADA,3962,SINAPALI,27,28,23,7,92,72,10,263
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,394,NUAPADA,3961,NUAPADA,27,29,22,7,93,77,13,292
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,394,NUAPADA,3960,KOMNA,26,29,23,7,92,74,11,270
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,394,NUAPADA,3959,KHARIAR,28,28,23,7,92,72,10,266
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,394,NUAPADA,3958,BODEN,25,29,23,7,91,74,11,264
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,385,NAYAGARH,3957,RANAPUR,30,28,23,8,88,62,9,291
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,385,NAYAGARH,3956,ODAGAON,28,28,22,8,90,61,9,292
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,385,NAYAGARH,3955,NUAGAON,29,28,22,8,90,62,9,292
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,385,NAYAGARH,3954,NAYAGARH,28,28,22,8,91,61,9,294
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,385,NAYAGARH,3953,KHANDAPARA,28,28,22,8,90,61,9,293
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,385,NAYAGARH,3952,GANIA,30,28,22,8,90,62,9,289
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,385,NAYAGARH,3951,DASAPALLA,31,28,22,8,90,62,9,288
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,385,NAYAGARH,3950,BHAPUR,30,28,23,8,89,62,9,291
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,397,NABARANGPUR,3949,UMERKOTE,26,27,21,8,91,78,11,289
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,397,NABARANGPUR,3948,TENTULIKHUNTI,24,26,20,8,92,76,10,275
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,397,NABARANGPUR,3947,RAIGHAR,21,28,22,8,92,77,10,270
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,397,NABARANGPUR,3946,PAPADAHANDI,22,27,21,8,92,77,10,274
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,397,NABARANGPUR,3945,NANDAHANDI,25,27,21,8,91,77,11,281
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,397,NABARANGPUR,3944,NABARANGPUR,27,27,21,8,91,78,12,292
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,397,NABARANGPUR,3943,KOSAGUMUDA,18,27,22,8,93,78,8,264
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,397,NABARANGPUR,3942,JHARIGAM,27,27,21,8,91,78,12,290
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,397,NABARANGPUR,3941,DABUGAM,23,27,21,8,92,77,10,278
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,397,NABARANGPUR,3940,CHANDAHANDI,25,27,21,8,91,77,11,281
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3939,UDALA,103,29,23,8,89,67,10,266
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3938,TIRING,35,29,24,8,92,69,8,255
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3937,THAKURMUNDA,91,28,23,8,90,67,9,271
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3936,SULIAPADA,91,29,24,8,89,66,9,275
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3935,SUKRULI,79,28,23,8,91,67,8,271
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3934,SARASKANA,53,29,24,8,89,67,9,267
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3932,RASGOVINDPUR,102,29,23,8,89,66,10,267
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3931,RARUAN,76,29,23,8,91,68,8,270
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3930,RAIRANGPUR,49,29,24,8,91,68,9,261
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3929,MORADA,101,29,23,8,89,67,10,271
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3928,KUSUMI,58,29,24,8,91,68,9,263
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3927,KULIANA,99,29,23,8,90,67,9,276
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3926,KHUNTA,106,29,23,8,90,67,10,272
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3925,KARANJIA,86,28,23,8,91,67,9,272
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3924,KAPTIPADA,102,29,23,8,89,67,10,265
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3923,JOSHIPUR,72,29,23,8,91,68,9,267
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3922,JAMDA,26,29,24,8,92,70,8,252
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3920,BISOI,66,29,24,8,90,67,9,267
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3919,BIJATALA,66,29,24,8,90,68,9,266
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3918,BETNOTI,108,29,23,8,89,67,10,268
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3917,BARIPADA,117,29,23,8,91,68,10,279
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3916,BANGRIPOSI,74,29,24,8,90,67,9,271
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3915,BAHALDA,41,29,24,8,92,69,9,257
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,376,MAYURBHANJ,3914,BADASAHI,109,29,23,8,90,67,10,273
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,399,MALKANGIRI,3913,PODIA,22,29,24,7,91,81,6,258
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,399,MALKANGIRI,3912,MATHILI,25,28,22,8,93,81,7,257
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,399,MALKANGIRI,3911,MALKANGIRI,27,29,24,8,96,84,6,249
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,399,MALKANGIRI,3910,KUDUMULUGUMMA,25,28,23,8,94,82,7,254
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,399,MALKANGIRI,3909,KORUKONDA,27,29,24,8,96,83,6,249
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,399,MALKANGIRI,3908,KHAIRAPUT,25,28,22,8,93,81,7,257
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,399,MALKANGIRI,3907,KALIMEL,22,29,24,7,90,81,6,258
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3906,SEMILIGUDA,26,25,17,8,89,73,12,281
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3905,POTTANGI,21,27,20,8,84,73,11,277
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3904,NARAYAN-PATANA,20,26,21,8,91,76,9,269
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3903,NANDAPUR,24,26,18,8,87,73,11,279
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3902,LAXMIPUR,22,28,21,8,86,72,11,278
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3901,LAMTAPUT,26,25,17,8,89,73,11,281
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3900,KUNDURA,27,24,16,8,90,73,12,283
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3899,KOTPAD,20,27,21,8,91,77,9,269
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3898,KORAPUT,27,24,16,8,90,73,12,283
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3897,JEYPORE,26,25,17,8,90,73,12,282
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3896,DASAMANTAPUR,24,26,19,8,89,73,11,280
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3895,BORIGUMMA,24,26,19,8,90,74,11,278
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3894,BOIPARIGUDA,24,25,18,8,89,74,11,278
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,398,KORAPUT,3893,BANDHUGAON,22,29,23,8,89,70,10,280
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,386,KHORDHA,3892,TANGI,31,28,24,8,86,63,10,287
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,386,KHORDHA,3891,KHORDHA,32,28,24,7,84,62,10,289
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,386,KHORDHA,3890,JATNI,33,28,24,7,84,62,10,288
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,386,KHORDHA,3889,CHILIKA,31,28,24,8,85,63,10,288
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,386,KHORDHA,3888,BOLAGARH,29,28,23,8,89,62,9,292
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,386,KHORDHA,3887,BHUBANESWAR,33,28,23,8,87,63,10,287
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,386,KHORDHA,3886,BEGUNIA,32,28,24,7,85,62,10,289
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,386,KHORDHA,3885,BANAPUR,28,28,24,8,86,62,9,289
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,386,KHORDHA,3884,BALIPANTA,33,28,24,7,83,63,10,285
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,386,KHORDHA,3883,BALIANTA,33,28,23,8,87,64,10,287
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,379,KENDRAPARA,3869,RAJNAGAR,65,29,24,8,86,62,11,259
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,379,KENDRAPARA,3868,RAJKANIKA,69,29,24,8,86,60,10,258
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,379,KENDRAPARA,3867,PATTAMUNDAI,66,30,24,8,86,62,11,256
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,379,KENDRAPARA,3866,MARSAGHAI,64,30,24,8,85,63,11,256
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,379,KENDRAPARA,3865,MAHAKALAPADA,66,29,24,8,86,61,11,258
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,379,KENDRAPARA,3864,KENDRAPADA,67,30,24,8,85,63,11,252
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,379,KENDRAPARA,3863,GARADAPUR,61,29,24,8,85,64,11,258
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,379,KENDRAPARA,3862,DERABISH,64,29,23,8,88,60,10,262
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,379,KENDRAPARA,3861,AUL,58,29,24,8,85,64,11,260
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,390,KANDHAMAL,3860,TUMUDIBANDH,32,27,21,8,93,68,9,283
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,390,KANDHAMAL,3859,TIKABALI,34,26,20,8,92,67,9,282
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,390,KANDHAMAL,3858,RAIKIA,32,28,22,7,92,69,9,270
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,390,KANDHAMAL,3857,PHULBANI,39,26,19,8,93,65,10,271
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,390,KANDHAMAL,3856,PHIRINGIA,34,26,19,8,93,68,9,286
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,390,KANDHAMAL,3855,KOTAGARH,31,27,21,8,93,68,9,284
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,390,KANDHAMAL,3854,KHAJURIPADA,39,27,19,8,92,65,10,271
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,390,KANDHAMAL,3853,K.NUAGAN,34,26,20,8,93,68,10,284
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,390,KANDHAMAL,3852,G.UDAYGIRI,33,26,20,8,93,67,9,284
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,390,KANDHAMAL,3851,DARINGIBADI,31,26,21,8,93,68,9,287
28-11-2022,Valid From 08:30 AM OF 2021-11-16 TO 08:30AM OF 2021-11-17,21,Odisha,390,KANDHAMAL,3850,CHAKAPAD,36,27,20,8,92,66,10,276
